"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IWV5MGYK","journalArticle","2019","Mangano, Francesco; Mangano, Carlo; Margiani, Bidzina; Admakin, Oleg","Combining Intraoral and Face Scans for the Design and Fabrication of Computer-Assisted Design/Computer-Assisted Manufacturing (CAD/CAM) Polyether-Ether-Ketone (PEEK) Implant-Supported Bars for Maxillary Overdentures.","Scanning","","01610457","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=138198131&site=ehost-live","Purpose. To present a digital method that combines intraoral and face scanning for the computer-assisted design/computer-assisted manufacturing (CAD/CAM) fabrication of implant-supported bars for maxillary overdentures. Methods. Over a 2-year period, all patients presenting to a private dental clinic with a removable complete denture in the maxilla, seeking rehabilitation with implants, were considered for inclusion in this study. Inclusion criteria were fully edentulous maxilla, functional problems with the preexisting denture, opposing dentition, and sufficient bone volume to insert four implants. Exclusion criteria were age<55 years, need for bone augmentation, uncompensated diabetes mellitus, immunocompromised status, radio- and/or chemotherapy, and previous treatment with oral and/or intravenous aminobisphosphonates. All patients were rehabilitated with a maxillary overdenture supported by a CAD/CAM polyether-ether-ketone (PEEK) implant-supported bar. The outcomes of the study were the passive fit/adaptation of the bar, the 1-year implant survival, and the success rates of the implant-supported overdentures. Results. 15 patients (6 males, 9 females; mean age 68.8±4.7 years) received 60 implants and were rehabilitated with a maxillary overdenture supported by a PEEK bar, designed and milled from an intraoral digital impression. The intraoral scans were integrated with face scans, in order to design each bar with all available patient data (soft tissues, prosthesis, implants, and face) in the correct spatial position. When testing the 3D-printed resin bar, 12 bars out of 15 (80%) had a perfect passive adaptation and fit; in contrast, 3 out of 15 (20%) did not have a sufficient passive fit or adaptation. No implants were lost, for a 1-year survival of 100% (60/60 surviving implants). However, some complications (two fixtures with peri-implantitis in the same patient and two repaired overdentures in two different patients) occurred. This determined a 1-year success rate of 80% for the implant-supported overdenture. Conclusions. In this study, the combination of intraoral and face scans allowed to successfully restore fully edentulous patients with maxillary overdentures supported by 4 implants and a CAD/CAM PEEK bar. Further studies are needed to confirm these outcomes. [ABSTRACT FROM AUTHOR]","2019-08-22","2020-12-18 00:00:43","2020-12-18 00:00:43","","1-14","","","","","Scanning","","","","","","","","","","","a9h","","EBSCOhost","","","","","","BONE grafting; COMPLETE dentures; COMPUTER-aided design; DENTAL clinics; MAXILLA; OVERLAY dentures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PDMWXSK","journalArticle","2014","Dubey, Divyanshu; Amritphale, Amod; Sawhney, Anshudha; Dubey, Devashish; Srivastav, Nupur","Original Research. Analysis of YouTube as a Source of Information for West Nile Virus Infection.","Clinical Medicine & Research","","15394182","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=100861570&site=ehost-live","Introduction: A major outbreak of West Nile Virus was seen last year in different parts of the United States. Adequate dissemination of correct information about the disease would have helped decrease its spread and the associated panic in the general population. In this study, we looked into the use of YouTube as a resource for providing information about West Nile Virus infection. Objective: This study aims to identify and evaluate YouTube as resource for providing information on West Nile Virus infection to the general public. Methods: YouTube was searched on November 25, 2012, using the keywords West Nile Virus epidemic, West Nile Virus infection, and West Nile Virus prevention for videos uploaded in the past 6 months containing relevant information about the disease. The videos were classified as useful, misleading, or as news updates based on the type of information contained. Total viewership, number of days since upload, total duration of videos, and source of upload were noted. Results: A total of 106 videos with information on West Nile Virus infection were included in the study, with 79.24% having useful information about the disease. Among the useful videos, 51/84 (60.71%) had information on disease prevention, and 29/84 (34.52%) contained information on news and research updates. The majority of these videos were uploaded by individuals (54.6%) or news agencies (41.8 %). Healthcare agencies contributed only 3.4 % of the total videos. Even though the useful videos represented 72% of all videos, there was significantly higher total viewership and viewership per day for the non-useful videos (P<0.05). Conclusions: YouTube may be a significant resource for dissemination of information on public health issues like West Nile virus infection and should be targeted by healthcare agencies for this use. The major drawback of this medium is lack of verification by authorized healthcare professionals before these videos are made available for viewing by the community. Hence, a strict caution should be exercised in obtaining the information from unauthorized videos posted on YouTube. [ABSTRACT FROM AUTHOR]","2014-12","2020-12-18 00:00:43","2020-12-18 00:00:43","","129-132","","3/4","12","","Clinical Medicine & Research","","","","","","","","","","","a9h","","EBSCOhost","","Publisher: Marshfield Clinic","","","","AUDIOVISUAL materials; COMPUTER assisted instruction; DATA analysis software; DESCRIPTIVE statistics; EVALUATION research; HEALTH; Infection; INFORMATION resources; INTER-observer reliability; PATIENT education; STATISTICS; T-test (Statistics); UNITED States; West Nile Virus; WEST Nile virus; WORLD Wide Web; YouTube","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDERRYHL","journalArticle","2014","Ridout, Brad; Campbell, Andrew","Using Facebook to deliver a social norm intervention to reduce problem drinking at university.","Drug & Alcohol Review","","09595236","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=102181975&site=ehost-live","Introduction and Aims. University students usually overestimate peer alcohol use, resulting in them 'drinking up' to perceived norms. Social norms theory suggests correcting these inflated perceptions can reduce alcohol consumption. Recent findings by the current authors show portraying oneself as 'a drinker' is considered by many students to be a socially desirable component of their Facebook identity, perpetuating an online culture that normalises binge drinking. However, social networking sites have yet to be utilised in social norms interventions. Design and Methods. Actual and perceived descriptive and injunctive drinking norms were collected from 244 university students. Ninety-five students screened positive for hazardous drinking and were randomly allocated to a control group or intervention group that received social norms feedback via personalised Facebook private messages over three sessions. Results. At 1 month post-intervention, the quantity and frequency of alcohol consumed by intervention group during the previous month had significantly reduced compared with baseline and controls. Reductions were maintained 3 months post-intervention. Intervention group perceived drinking norms were significantly more accurate post-intervention. Discussion and Conclusions. This is the first study to test the feasibility of using Facebook to deliver social norms interventions. Correcting misperceptions of peer drinking norms resulted in clinically significant reductions in alcohol use. Facebook has many advantages over traditional social norms delivery, providing an innovative method for tackling problem drinking at university. These results have implications for the use of Facebook to deliver positive messages about safe alcohol use to students, which may counter the negative messages regarding alcohol normally seen on Facebook. [ABSTRACT FROM AUTHOR]","2014-11","2020-12-18 00:00:43","2020-12-18 00:00:43","","667-673","","6","33","","Drug & Alcohol Review","","","","","","","","","","","a9h","","EBSCOhost","","Publisher: Wiley-Blackwell","","","","ALCOHOL drinking; alcohol intervention; ALCOHOLISM counseling; ALCOHOLISM treatment; Facebook; normative feedback; REHABILITATION of alcoholics; social networking site; SOCIAL norms; university student","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3GQJUKY","journalArticle","2020","Wilson, Lacey; Lusk, Jayson L.","Consumer willingness to pay for redundant food labels.","Food Policy","","03069192","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=147318241&site=ehost-live","• 41% to 58% of consumers are willing to pay a premium for redundantly labeled food products. • People with farm work experience were less willing to pay for redundantly labeled foods. • People with higher scientific literacy were less willing to pay for redundantly labelled foods. • De-biasing information was more effective for those with higher scientific literacy. Previous studies, as well as market sales data, show some consumers are willing to pay a premium for redundant or superfluous food labels that carry no additional information for the informed consumer. Some advocacy groups have argued that the use of such redundant labels is misleading or unethical. To determine whether premiums for redundant labels stem from misunderstanding or other factors, this study seeks to determine whether greater knowledge of the claims - in the form of expertise in food production and scientific literacy - decreases willingness to pay for redundant labels. We also explore whether de-biasing information influences consumers' valuations of redundant labels. An online survey of 1122 U.S. consumers elicited preferences for three redundantly labeled products: non-GMO sea salt, gluten-free orange juice, and no-hormone-added chicken breast. Respondents with farm experience report lower premiums for non-GMO salt and no-hormone-added chicken. Those with higher scientific literacy state lower premiums for gluten-free orange juice. However, after providing information about the redundancy of the claims, less than half of respondents who were initially willing to pay extra for the label are convinced otherwise. Over 30% of respondents counter-intuitively increase their premiums, behavior that is associated with less a priori scientific knowledge. The likelihood of ""overpricing"" redundant labels is associated with willingness-to-pay premiums for organic food, suggesting at least some of the premium for organic is a result of misinformation. [ABSTRACT FROM AUTHOR]","2020-12","2020-12-18 00:00:43","2020-12-18 00:00:43","","N.PAG-N.PAG","","","97","","Food Policy","","","","","","","","","","","a9h","","EBSCOhost","","","","","","De-bias; FOOD labeling; Gluten-free; GMO; Hormone; Labelling; Organic; SCIENTIFIC knowledge; Scientific literacy; SCIENTIFIC literacy; WAGE decreases; WILLINGNESS to pay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZFCPLAK","journalArticle","2019","Connor Desai, Saoirse; Reimers, Stian","Comparing the use of open and closed questions for Web-based measures of the continued-influence effect.","Behavior Research Methods","","1554351X","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=137182720&site=ehost-live","Open-ended questions, in which participants write or type their responses, are used in many areas of the behavioral sciences. Although effective in the lab, they are relatively untested in online experiments, and the quality of responses is largely unexplored. Closed-ended questions are easier to use online because they generally require only single key- or mouse-press responses and are less cognitively demanding, but they can bias the responses. We compared the data quality obtained using open and closed response formats using the continued-influence effect (CIE), in which participants read a series of statements about an unfolding event, one of which is unambiguously corrected later. Participants typically continue to refer to the corrected misinformation when making inferential statements about the event. We implemented this basic procedure online (Exp. 1A, n = 78), comparing standard open-ended responses to an alternative procedure using closed-ended responses (Exp. 1B, n = 75). Finally, we replicated these findings in a larger preregistered study (Exps. 2A and 2B, n = 323). We observed the CIE in all conditions: Participants continued to refer to the misinformation following a correction, and their references to the target misinformation were broadly similar in number across open- and closed-ended questions. We found that participants' open-ended responses were relatively detailed (including an average of 75 characters for inference questions), and almost all responses attempted to address the question. The responses were faster, however, for closed-ended questions. Overall, we suggest that with caution it may be possible to use either method for gathering CIE data. [ABSTRACT FROM AUTHOR]","2019-06","2020-12-18 00:00:43","2020-12-18 00:00:43","","1426-1440","","3","51","","Behavior Research Methods","","","","","","","","","","","a9h","","EBSCOhost","","","","","","Closed-ended; COMMON fallacies; Continued influence effect; DATA quality; INFERENCE (Logic); Misinformation; Open-ended; OPEN-ended questions; PSYCHOLOGY; Response formats; Web-based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3C4R9A5W","journalArticle","2019","Jia, Pingqi; Wang, Chao; Zhang, Gaoyu; Ma, Jianfeng","A rumor spreading model based on two propagation channels in social networks.","Physica A","","03784371","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=137036040&site=ehost-live","Social networks have become one kind of the most important information media in the world, and the study of the phenomena of rumor propagation in social networks is helpful to understand the intrinsic laws of propagation behavior. We distinguish two propagation channels, that is, point to point propagation and group propagation, of rumor spreading on social networks. Thus we propose an improved SIR model and establish the corresponding mean-field equation. By using the differential dynamics method and the next generation matrix theory, the equilibrium point and the basic regeneration number R 0 are calculated. Moreover, the geometric method is used to prove the asymptotic stability of the model at the equilibrium point and the bifurcation phenomenon at R 0 = 1. Finally, numerical simulations are carried out to verify the correctness of the theoretical results, and the influence of the rumor spreading mechanisms on the propagation process is analyzed. • An improved SIR model based on two propagation channels for rumors is proposed. • Dynamics of the model including stability and bifurcation point are investigated. • Global stability of an endemic equilibrium is obtained by geometric approach. • Numerical simulations are presented to illustrate the theoretical results. [ABSTRACT FROM AUTHOR]","2019-06-15","2020-12-18 00:00:43","2020-12-18 00:00:43","","342-353","","","524","","Physica A","","","","","","","","","","","a9h","","EBSCOhost","","","","","","COMPUTER simulation; GEOMETRIC approach; RUMOR; Rumor spreading; SIR epidemic model; Social network; SOCIAL network theory; SOCIAL networks; Stability analysis; ZERO (The number)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LKVGAVKJ","journalArticle","2019","","Oxford Debaters Argue: Is Social Media Hazardous?","PT in Motion","","19493711","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=138483704&site=ehost-live","The article discusses the 12th annual Oxford Debate in June 2019 on whether social media is hazardous to the physical therapy (PT) profession. Topics covered include the arguments of misinformation and disinformation in social media stressed by the pro team, and that of the vitality of social media for communication and correction of misinformation pressed by the con team. Also noted is the pro team's victory at debate's end.","2019-09","2020-12-18 00:00:43","2020-12-18 00:00:43","","47-48","","8","11","","PT in Motion","","","","","","","","","","","a9h","","EBSCOhost","","Publisher: American Physical Therapy Association","","","","ACCESS to information; DECEPTION; PHYSICAL therapy; SOCIAL media","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNDC846L","journalArticle","2019","Vanderslott, Samantha","Exploring the meaning of pro-vaccine activism across two countries.","Social Science & Medicine","","02779536","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=134637889&site=ehost-live","Abstract While vaccine-critical activism has been widely documented and discussed, comparatively little has been said about the concerted response of pro-vaccine activists defending the majority view. This paper explores two case studies of pro-vaccine activism in Australia and the United States (US). It shows how pro-vaccine views and behaviours can take varying forms due to different aims and methods of engagement – oppositional counteractivities in favour of vaccination in Australia, and issue-based advocacy as part of a political alliance in the US. The focus in Australia comes from a pro-science stance and includes 'skeptics' against pseudoscience directly opposing vaccine-critical groups. In the US, the focus takes the form of an issue-specific campaign that has arisen from existing pro-vaccine parent blogs and discussion groups pushing for policy change rather than public confrontation. These case studies exemplify how pro-vaccine activism can take varying forms of either reinforcing the mainstream view or countering digression from it. Drawing on qualitative research, this paper aims to examine the types of practices and strategies employed by activists to voice their support of vaccination, and discusses the means, messages, and motivations of pro-vaccine activism. It ends with an argument for why a study – of public support for in addition to studying public opposition to vaccination – can help to better understand vaccination views and behaviours. These findings have wider implications for the study of counter-activism and the polarisation of civil society groups. Highlights • Pro-vaccine views and behaviours are understudied. • Case studies on pro-vaccine activist groups in Australia and the United States. • Pro-vaccine activism reinforces the mainstream or counters digression from it. [ABSTRACT FROM AUTHOR]","2019-02","2020-12-18 00:00:43","2020-12-18 00:00:43","","59-66","","","222","","Social Science & Medicine","","","","","","","","","","","a9h","","EBSCOhost","","","","","","Activism; Anti-Vaccine; Australia; AUSTRALIA; BLOGS; Civil society; CONSUMER activism; IMMUNIZATION; MEDICAL policy; MOTIVATION (Psychology); PRACTICAL politics; Pro-vaccine; QUALITATIVE research; SOCIAL change; Social movement; SOCIAL skills; SOCIAL support; United States; UNITED States; Vaccination policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXTUSWHY","journalArticle","2019","Zhao, Xiaojin; Gan, Peizhou; Zhao, Qiang; Liang, Dejian; Cao, Yuan; Pan, Xiaofang; Bermak, Amine","A 124 fJ/Bit Cascode Current Mirror Array Based PUF With 1.50% Native Unstable Bit Ratio.","IEEE Transactions on Circuits & Systems. Part I: Regular Papers","","15498328","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=138417484&site=ehost-live","In this paper, we present a novel physical unclonable function (PUF) design based on cascode current mirror array. By using a single-stage cascode amplifier for each PUF cell, the output impedance can be significantly elevated. Compared with a traditional single-stage amplifier-based current-mode PUF, the proposed structure is capable of generating more polarized voltage value for the output node. With an additional digital buffer, the temporal noise can be well-suppressed, and a rail-to-rail digital output can be provided with high native reliability. Moreover, through operating the transistors at the subthreshold region, the overall power consumption can be dramatically reduced. Featuring a compact footprint of $3.23~\mu \text{m}^{2}$ (i.e. 764 ${F}^{2}$) for each PUF cell, the proposed PUF implementation is validated using 65-nm standard CMOS process. The excellent randomness of the proposed PUF design is verified based on the test results with widely-accepted auto-correlation function and NIST suites. Meanwhile, the PUF’s uniqueness is measured with 10 chip prototypes and reported to be 49.94%. In addition, the fabricated PUF chips were also characterized with various environmental influences. With multiple readout (500 times) under the reference operating temperature of 27 °C and supply voltage of 1.2 V, the native unstable bit ratio is measured to be as low as 1.50%, which can be further improved to 0.79% by adopting the mainstream temporal majority voting (TMV)-based error correction scheme. Besides, we also evaluate the fabricated PUF chips’ reliability under varied operating temperature from −40 °C to 120 °C and supply voltage from 0.95 to 1.3 V. The averaged bit error rate (BER) per 10 °C and BER per 0.1 V are measured to be 0.86% and 1.02%, respectively. Compared with the state-of-the-art implementations, the reliability figure of merit (RFoM) is improved by $1.16\sim 4.29\times $ , with the influences of the temporal noise, the temperature/supply voltage variations and their ranges comprehensively considered. [ABSTRACT FROM AUTHOR]","2019-09","2020-12-18 00:00:43","2020-12-18 00:00:43","","3494-3503","","9","66","","IEEE Transactions on Circuits & Systems. Part I: Regular Papers","","","","","","","","","","","a9h","","EBSCOhost","","","","","","BIT error rate; cascode current mirror; Current measurement; ERROR correction (Information theory); high reliability; Impedance; low power consumption; Mirrors; MIRRORS; NATIONAL Institute of Standards & Technology (U.S.); Physical unclonable function; PLURALITY voting; Reliability; SPIN-polarized currents; THRESHOLD voltage; Transistors; TRANSISTORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7CL8FEL","journalArticle","2019","Wang, Yuxi; McKee, Martin; Torbica, Aleksandra; Stuckler, David","Systematic Literature Review on the Spread of Health-related Misinformation on Social Media.","Social Science & Medicine","","02779536","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=139218530&site=ehost-live","Contemporary commentators describe the current period as ""an era of fake news"" in which misinformation, generated intentionally or unintentionally, spreads rapidly. Although affecting all areas of life, it poses particular problems in the health arena, where it can delay or prevent effective care, in some cases threatening the lives of individuals. While examples of the rapid spread of misinformation date back to the earliest days of scientific medicine, the internet, by allowing instantaneous communication and powerful amplification has brought about a quantum change. In democracies where ideas compete in the marketplace for attention, accurate scientific information, which may be difficult to comprehend and even dull, is easily crowded out by sensationalized news. In order to uncover the current evidence and better understand the mechanism of misinformation spread, we report a systematic review of the nature and potential drivers of health-related misinformation. We searched PubMed, Cochrane, Web of Science, Scopus and Google databases to identify relevant methodological and empirical articles published between 2012 and 2018. A total of 57 articles were included for full-text analysis. Overall, we observe an increasing trend in published articles on health-related misinformation and the role of social media in its propagation. The most extensively studied topics involving misinformation relate to vaccination, Ebola and Zika Virus, although others, such as nutrition, cancer, fluoridation of water and smoking also featured. Studies adopted theoretical frameworks from psychology and network science, while co-citation analysis revealed potential for greater collaboration across fields. Most studies employed content analysis, social network analysis or experiments, drawing on disparate disciplinary paradigms. Future research should examine susceptibility of different sociodemographic groups to misinformation and understand the role of belief systems on the intention to spread misinformation. Further interdisciplinary research is also warranted to identify effective and tailored interventions to counter the spread of health-related misinformation online. • Studies on health misinformation mainly relate to vaccine and infectious disease. • Findings show high prevalence and popularity of misinformation on social media. • Theoretical frameworks are drawn on disparate disciplinary paradigms. • Studies employed content analysis, social network analysis or experiments. • More interdisciplinary research needed to understand the susceptibility of users. [ABSTRACT FROM AUTHOR]","2019-11","2020-12-18 00:00:43","2020-12-18 00:00:43","","N.PAG-N.PAG","","","240","","Social Science & Medicine","","","","","","","","","","","a9h","","EBSCOhost","","","","","","CITATION analysis; CONCEPTUAL structures; EBOLA virus disease prevention; Fake news; Health; HEALTH; IMMUNIZATION; INFORMATION resources; INFORMATION storage & retrieval systems -- Medical care; INTERPROFESSIONAL relations; MEDLINE; Misinformation; NUTRITION; ONLINE information services; PREVENTION; SMOKING; Social media; SOCIAL media; SYSTEMATIC reviews (Medical research); TUMORS; WATER fluoridation; ZIKA virus infections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPTXWRU9","journalArticle","2018","Dutta, Ritabrata; Mira, Antonietta; Onnela, Jukka-Pekka","Bayesian inference of spreading processes on networks.","Proceedings of the Royal Society A: Mathematical, Physical & Engineering Sciences","","13645021","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=131193713&site=ehost-live","Infectious diseases are studied to understand their spreading mechanisms, to evaluate control strategies and to predict the risk and course of future outbreaks. Because people only interact with few other individuals, and the structure of these interactions influence spreading processes, the pairwise relationships between individuals can be usefully represented by a network. Although the underlying transmission processes are different, the network approach can be used to study the spread of pathogens in a contact network or the spread of rumours in a social network. We study simulated simple and complex epidemics on synthetic networks and on two empirical networks, a social/contact network in an Indian village and an online social network. Our goal is to learn simultaneously the spreading process parameters and the first infected node, given a fixed network structure and the observed state of nodes at several time points. Our inference scheme is based on approximate Bayesian computation, a likelihood-free inference technique. Our method is agnostic about the network topology and the spreading process. It generally performs well and, somewhat counter-intuitively, the inference problem appears to be easier on more heterogeneous network topologies, which enhances its future applicability to real-world settings where few networks have homogeneous topologies. [ABSTRACT FROM AUTHOR]","2018-07","2020-12-18 00:00:43","2020-12-18 00:00:43","","1-18","","2215","474","","Proceedings of the Royal Society A: Mathematical, Physical & Engineering Sciences","","","","","","","","","","","a9h","","EBSCOhost","","","","","","approximate Bayesian computation; Bayesian inference; COMMUNICABLE diseases; DISEASE susceptibility; epidemics; INFECTIOUS disease transmission; INFERENTIAL statistics; network; PREVENTION of epidemics; spreading process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6P5DZCSK","journalArticle","2019","Liu, Wanping; Wu, Xiao; Yang, Wu; Zhu, Xiaofei; Zhong, Shouming","Modeling cyber rumor spreading over mobile social networks: A compartment approach.","Applied Mathematics & Computation","","00963003","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=132578327&site=ehost-live","Highlights • The spreading characteristics of cyber rumors over mobile social networks are addressed. • A new compartmental compartmental model for cyber rumor spreading is developed. • Rumor-denier's behavior of refuting rumors is incorporated. • The dynamic properties of the model are analyzed. • Numerical simulations illustrate theoretical results and indicate suggestions for inhibiting rumours spreading. Abstract By incorporating the spreading characteristics of cyber rumors over mobile social networks, we newly develop a dynamic system to model rumor spreading dynamics by the compartment method. Specifically, a couple of a user and an attached device is viewed as a node, and all network nodes are separated into four compartments: Rumor-Neutral, Rumor-Received, Rumor-Believed and Rumor-Denied. Some transition parameters among these groups are introduced. Additionally, the role of memory, user's ability to distinguish the rumors and rumor-denier's behavior of refuting rumors are also incorporated. The stability of the equilibria of the model system is addressed, and the influence of model parameters upon the threshold is analyzed. Finally, numerical simulations illustrate the theoretical results, and also motivate us to propose suitable measures to control cyber rumor spreading by properly adjusting the parameter values. [ABSTRACT FROM AUTHOR]","2019-02-15","2020-12-18 00:00:43","2020-12-18 00:00:43","","214-229","","","343","","Applied Mathematics & Computation","","","","","","","","","","","a9h","","EBSCOhost","","","","","","Compartmental model; COMPUTER logic; COMPUTER simulation; CRIME prevention; Cyber rumor; Global stability; ONLINE social networks; PARAMETER estimation; RUMOR; Social networks; Spreading dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGNCLPR6","journalArticle","2019","Hirsch, Stefan; Strobel, Markus; Klingler, Wolfram; Schulze Spüntrup, Jan Dirk; Yu, Zili; Burghartz, Joachim N.","Realization and opto-electronic Characterization of linear Self-Reset Pixel Cells for a high dynamic CMOS Image Sensor.","Advances in Radio Science","","16849965","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=147548385&site=ehost-live","Conventional CMOS image sensors with a linear transfer characteristic only have a limited dynamic range (DR) of about 60–70 dB. To extend the dynamic range considerably, the already successfully demonstrated concept of a linear self-reset pixel was employed in this work. With the self-reset concept the limit of the maximum analyzable photo generated charge (Qmax⁡) during the exposure time is extended to a multiple of the saturation charge of the photo diode (Qsat) by asynchronous self-resets of the photo diode. Additionally, the remaining charge at the end of the exposure time is evaluated to increase the resolution of the opto-electronic conversion. Thus we achieved pixels with a DR of more than 120 dB combined with an improved low light sensitivity using a pinned photodiode. This paper focuses on two topics: One is the realization and opto-electronic characterization of further self-reset pixel cells for an experimental optimization of the functionality with respect to linearity and high signal-to-noise ratio. The second one is the assembly and digital readout of a cluster structure composed of 16 × 16 pixel matrix on a CMOS test chip. One constraint for later usage of the pixel cells in a high resolution (> VGA) image sensor is the required layout area of the individual circuit blocks. For the cluster structure a size of 20 × 20 µ m 2 for the analog part of the pixel containing the photo diode and the other analog circuit blocks, the comparator and the signal shaping, was desired. The circuit design and layout work included several variants of the pinned photo diode with floating diffusion (FD) readout node, which is also used for analog voltage storage, and different control transistors. Further for the comparator a telescopic differential amplifier with high gain was implemented as well as peripheral 10 bit counter/shift register as static and dynamic versions. Test chips have been fabricated in an advanced 0.18 µ m CMOS technology for optical sensors with low leakage currents. The sensor chips have been evaluated with a specifically developed test setup which gives the flexibility to arbitrarily generate the digital and analog control signals in terms of timing and voltage levels. Based on this, the number of asynchronous self-resets could be read out from the counters of the pixel cells as coarse values. The remaining charge at the end of the integration time was digitized using a ramp analog to digital conversion and could be read out as fine values. An opto-electronic characterization with adjustable illumination from 0 lx to 13 klx was done to measure and analyze the opto-electronic conversion function (OECF) and the noise of six different self-reset pixel cells having the high-gain differential amplifier as comparator. Finally the coarse values of two implemented 16 × 16 pixel clusters could be read out as a mini camera using a lens for optical image formation. [ABSTRACT FROM AUTHOR]","2019-01","2020-12-18 00:00:44","2020-12-18 00:00:44","","239-247","","","17","","Advances in Radio Science","","","","","","","","","","","a9h","","EBSCOhost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YYAX2KM","journalArticle","2019","Kowiel, Marcin; Brzezinski, Dariusz; Porebski, Przemyslaw J; Shabalin, Ivan G; Minor, Wladek; Jaskolski, Mariusz","Automatic recognition of ligands in electron density by machine learning.","Bioinformatics","","13674803","","http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=134533246&site=ehost-live","Motivation The correct identification of ligands in crystal structures of protein complexes is the cornerstone of structure-guided drug design. However, cognitive bias can sometimes mislead investigators into modeling fictitious compounds without solid support from the electron density maps. Ligand identification can be aided by automatic methods, but existing approaches are based on time-consuming iterative fitting. Results Here we report a new machine learning algorithm called CheckMyBlob that identifies ligands from experimental electron density maps. In benchmark tests on portfolios of up to 219 931 ligand binding sites containing the 200 most popular ligands found in the Protein Data Bank, CheckMyBlob markedly outperforms the existing automatic methods for ligand identification, in some cases doubling the recognition rates, while requiring significantly less time. Our work shows that machine learning can improve the automation of structure modeling and significantly accelerate the drug screening process of macromolecule-ligand complexes. Availability and implementation Code and data are available on GitHub at https://github.com/dabrze/CheckMyBlob. Supplementary information Supplementary data are available at Bioinformatics online. [ABSTRACT FROM AUTHOR]","2019-02","2020-12-18 00:00:44","2020-12-18 00:00:44","","452-461","","3","35","","Bioinformatics","","","","","","","","","","","a9h","","EBSCOhost","","","","","","ELECTRON density; LIGAND analysis; LIGANDS; MACHINE learning; MACROMOLECULES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
