Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Barišić P.","26036954200;","Truth and politics in the age of digital media [Istina i politika u doba digitalnih medija] [Vérité et politique à l’ère des médias numériques] [Wahrheit und Politik im Zeitalter digitaler Medien]",2018,"Synthesis Philosophica","66","2",,"489","501",,,"10.21464/sp33211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080115705&doi=10.21464%2fsp33211&partnerID=40&md5=735dcd183be578a25fc89576f8b7b8b8","Institute of Philosophy, Ulica grada Vukovara 54, Zagreb, HR–10000, Croatia","Barišić, P., Institute of Philosophy, Ulica grada Vukovara 54, Zagreb, HR–10000, Croatia","With the widespread omnipresence of digital social media, the truth has lost some of its reliability and objectivity, several authors warn nowadays. In fact, when an age brings to the foreground the tensions of truthfulness and falsehood, correct information and fake news, reality and fiction, genuineness and delusion, this testifies to the unpredictability and inscrutable nature of the confusion into which public communication has been entrained. The rapid development of new media and digital technologies is causing a far-reaching process of change, especially in the field of politics. In his book on “the post-truth era”, Ralph J. Keyes announced the advent of a “fib-friendly times”, in which “more lies than ever are being told” (Keyes 2004, 4). However, the considerations in this paper rest on a more cautious and critical approach. They support a viewpoint of pluriperspectivism. The new media have surely raised a challenge to contemporary communications. Political affairs are always about certain perspectives and contributions in the constant agon or contest of truth. There is no completely neutral and non-partisan claim to truth, as some philosophers and scientists aspired to represent. Because of its particular nature, the truth can be revealed only with controversy and effort, never without participation and beyond any perspectives. Nevertheless, neither does the truth decline nor do we enter an age of post-truth. Moreover, we can argue about the question which age tends more towards the lie and fake news. Politics is not in a more difficult state today than it has ever been, nor is it in a much simpler position in terms of truth. The truth remains for politics a supporting ground and a permanent benchmark for assessment. It can be discovered only in its pluri-perspective appearance. © 2018 Hratsko Filozofsko Drustvo (Croatian Philosophical Society). All rights reserved.","Democracy; Digital media; Fake news; Lie; Pluriperspectivism; Politics; Post-truth era; Truth; Truthfulness",,Article,"Final","",Scopus,2-s2.0-85080115705
"Aricat R.","56488042000;","Effacing the Dilemma of the Rumouring Subject: A Value-oriented Approach towards Studying Misinformation on Social Media",2018,"Journal of Human Values","24","1",,"56","65",,4,"10.1177/0971685817733576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038447844&doi=10.1177%2f0971685817733576&partnerID=40&md5=a11311f01f3f63e7e9744eb4c7265f14","School of Social Sciences, Nanyang Technological University, Singapore","Aricat, R., School of Social Sciences, Nanyang Technological University, Singapore","Rumour has been part of collective human life for centuries. Communities deal with anxiety and make sense of the unknowable by mixing apprehensions with what is already known to them. With modernity, and in line with studies on a range of social phenomena, there have been efforts to develop a science on rumour. Most of these studies deal with rumour at the propositional level, such that the rumouring or rumour-rebutting subject invariably belongs to one of the two sides of the ‘true–false’ divide. Similar categories are followed in the study of rumour in social media, where the nodes in a rumour chain are, however, less hierarchical, and where images are increasingly used for persuasion. This paper, following a value-oriented approach, argues that the science on rumour has objectivized the problem, and has suggested instrumental solutions like enhancing the digital literacy of social media users. Whereas a value position should ideally attempt to efface the dilemma of the rumouring/rumour-rebutting subject, and locate rumours within the larger socio-political and historical context of a society. © 2018, © 2018 SAGE Publications.","human agency; misinformation; Rumour; social media; value-oriented; wedge-driving",,Article,"Final","",Scopus,2-s2.0-85038447844
"Arria A.M., Geisner I.M., Cimini M.D., Kilmer J.R., Caldeira K.M., Barrall A.L., Vincent K.B., Fossos-Wong N., Yeh J.-C., Rhew I., Lee C.M., Subramaniam G.A., Liu D., Larimer M.E.","7003432251;6507281013;6603161968;7004583680;23099126500;57195032942;35613916700;56500650100;56921280900;16310478200;35233744600;18435165300;35741087400;35587316600;","Perceived academic benefit is associated with nonmedical prescription stimulant use among college students",2018,"Addictive Behaviors","76",,,"27","33",,25,"10.1016/j.addbeh.2017.07.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024910692&doi=10.1016%2fj.addbeh.2017.07.013&partnerID=40&md5=50cd6c64ae7b0966a4d01359e434d87f","Center on Young Adult Health and Development, University of Maryland School of Public Health, Department of Behavioral and Community Health, 1234 School of Public Health Building, College Park, MD  20742, United States; Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States; Counseling and Psychological Services, University at Albany, 400 Patroon Creek Blvd. Suite 104, Albany, NY  12206, United States; Health and Wellness, Division of Student Life, University of Washington, 109 Elm Hall, Seattle, WA  98105, United States; Center for the Clinical Trials Network, National Institute on Drug Abuse, National Institutes of Health, 6001 Executive Boulevard, Bethesda, MD  20892, United States","Arria, A.M., Center on Young Adult Health and Development, University of Maryland School of Public Health, Department of Behavioral and Community Health, 1234 School of Public Health Building, College Park, MD  20742, United States; Geisner, I.M., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States; Cimini, M.D., Counseling and Psychological Services, University at Albany, 400 Patroon Creek Blvd. Suite 104, Albany, NY  12206, United States; Kilmer, J.R., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States, Health and Wellness, Division of Student Life, University of Washington, 109 Elm Hall, Seattle, WA  98105, United States; Caldeira, K.M., Center on Young Adult Health and Development, University of Maryland School of Public Health, Department of Behavioral and Community Health, 1234 School of Public Health Building, College Park, MD  20742, United States; Barrall, A.L., Center on Young Adult Health and Development, University of Maryland School of Public Health, Department of Behavioral and Community Health, 1234 School of Public Health Building, College Park, MD  20742, United States; Vincent, K.B., Center on Young Adult Health and Development, University of Maryland School of Public Health, Department of Behavioral and Community Health, 1234 School of Public Health Building, College Park, MD  20742, United States; Fossos-Wong, N., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States; Yeh, J.-C., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States; Rhew, I., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States; Lee, C.M., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States; Subramaniam, G.A., Center for the Clinical Trials Network, National Institute on Drug Abuse, National Institutes of Health, 6001 Executive Boulevard, Bethesda, MD  20892, United States; Liu, D., Center for the Clinical Trials Network, National Institute on Drug Abuse, National Institutes of Health, 6001 Executive Boulevard, Bethesda, MD  20892, United States; Larimer, M.E., Center for the Study of Health and Risk Behaviors, University of Washington, 1100 NE 45th St, Suite 300, Seattle, WA  98105, United States","Introduction College students are at higher than average risk for nonmedical use of prescription stimulants (NPS). A commonly identified motive among students who engage in NPS is to improve grades. Several research studies have observed that NPS most likely does not confer an academic advantage, and is associated with excessive drinking and other drug use. This study documents the proportion of the general college student population who believe that NPS will lead to improvements in academic performance. Methods This study gathered online survey data from a large, demographically diverse sample of college students to document the prevalence of perceived academic benefit of NPS for improving grades and to examine the association between such belief and NPS. Results Overall, 28.6% agreed or strongly agreed that NPS could help students earn higher grades, and an additional 38.0% were unsure. Students with a higher level of perceived academic benefit of NPS and more frequent patterns of drinking and marijuana use were more likely to engage in NPS, even after adjustment for a wide range of covariates. Conclusions The results underscore the need for interventions that simultaneously correct misperceptions related to academic benefit and target alcohol and marijuana use to reduce NPS. © 2017 Elsevier Ltd","Academic achievement; Alcohol use; Marijuana use; Motives for nonmedical use of prescription stimulants; Undergraduates","central stimulant agent; academic achievement; alcohol consumption; Article; cannabis use; college student; demography; drug misuse; female; health survey; human; logistic regression analysis; male; post hoc analysis; prevalence; academic success; adolescent; adult; amphetamine dependence; attitude to health; clinical trial; multicenter study; prescription drug misuse; psychology; statistics and numerical data; student; United States; university; young adult; Academic Success; Adolescent; Adult; Amphetamine-Related Disorders; Central Nervous System Stimulants; Female; Health Knowledge, Attitudes, Practice; Humans; Male; Prescription Drug Misuse; Students; United States; Universities; Young Adult",Article,"Final","",Scopus,2-s2.0-85024910692
"Rahman T.","55876949400;","Extreme overvalued beliefs: How violent extremist beliefs become normalized",2018,"Behavioral Sciences","8","1", 0010,"","",,5,"10.3390/bs8010010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063165679&doi=10.3390%2fbs8010010&partnerID=40&md5=b9a3bf36ddd73f434de35a72f93dc3d3","Department of Psychiatry, Washington University in St. Louis, Campus Box 8134, 660 S. Euclid, St. Louis, MO  63110, United States","Rahman, T., Department of Psychiatry, Washington University in St. Louis, Campus Box 8134, 660 S. Euclid, St. Louis, MO  63110, United States","Extreme overvalued beliefs (EOB) are rigidly held, non-deusional beliefs that are the motive behind most acts of terrorism and mass shootings. EOBs are differentiated from delusions and obsessions. The concept of an overvalued idea was first described by Wernicke and later applied to terrorism by McHugh. Our group of forensic psychiatrists (Rahman, Resnick, Harry) refined the definition as an aid in the differential diagnosis seen in acts of violence. The form and content of EOBs is discussed as well as group effects, conformity, and obedience to authority. Religious cults such as The People's Temple, Heaven's Gate, Aum Shinrikyo, and Islamic State (ISIS) and conspiracy beliefs such as assassinations, moon-hoax, and vaccine-induced autism beliefs are discussed using this construct. Finally, some concluding thoughts on countering violent extremism, including its online presence is discussed utilizing information learned from online eating disorders and consumer experience. © 2018 by the Authors.","Delusion; Forensic psychiatry; Mass shootings; Overvalued idea; Psychosis; Terrorism; Violence",,Article,"Final","",Scopus,2-s2.0-85063165679
"Myint L., Leek J.T., Jager L.R.","57193772641;8558142900;55967160600;","Explanation of observational data engenders a causal belief about smoking and cancer",2018,"PeerJ","2018","9", e5597,"","",,,"10.7717/peerj.5597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053256756&doi=10.7717%2fpeerj.5597&partnerID=40&md5=3f8c734089e39fea9aecdc0339453703","Department of Mathematics, Statistics, and Computer Science, Macalester College, St. Paul, MN, United States; Department of Biostatistics, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States","Myint, L., Department of Mathematics, Statistics, and Computer Science, Macalester College, St. Paul, MN, United States; Leek, J.T., Department of Biostatistics, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States; Jager, L.R., Department of Biostatistics, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States","Most researchers do not deliberately claim causal results in an observational study. But do we lead our readers to draw a causal conclusion unintentionally by explaining why significant correlations and relationships may exist? Here we perform a randomized controlled experiment in a massive open online course run in 2013 that teaches data analysis concepts to test the hypothesis that explaining an analysis will lead readers to interpret an inferential analysis as causal. We test this hypothesis with a single example of an observational study on the relationship between smoking and cancer. We show that adding an explanation to the description of an inferential analysis leads to a 15.2% increase in readers interpreting the analysis as causal (95% confidence interval for difference in two proportions: 12.8%–17.5%). We then replicate this finding in a second large scale massive open online course. Nearly every scientific study, regardless of the study design, includes an explanation for observed effects. Our results suggest that these explanations may be misleading to the audience of these data analyses and that qualification of explanations could be a useful avenue of exploration in future research to counteract the problem. Our results invite many opportunities for further research to broaden the scope of these findings beyond the single smoking-cancer example examined here. Copyright 2018 Myint et al.","Behavior; Causality; Explanation; Inference; Interpretation; Randomized trial","cigarette smoke; Article; controlled study; education; exploratory behavior; female; health belief; human; language; male; malignant neoplasm; multiple choice test; observational study; online analysis; randomized controlled trial; smoking; training",Article,"Final","",Scopus,2-s2.0-85053256756
"Caggiano A., Teti R.","55769702300;7004198210;","Digital factory technologies for robotic automation and enhanced manufacturing cell design",2018,"Cogent Engineering","5","1", 1426676,"","",,10,"10.1080/23311916.2018.1426676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041300657&doi=10.1080%2f23311916.2018.1426676&partnerID=40&md5=7231468cee6f779213830e490d287beb","Fraunhofer Joint Laboratory of Excellence on Advanced Production Technology (Fh-J_LEAPT UniNaples), Naples, Italy; Department of Industrial Engineering, University of Naples Federico II, P.le Tecchio 80, Naples, 80125, Italy; Department of Chemical, Materials and Industrial Production Engineering, University of Naples Federico II, P.le Tecchio 80, Naples, 80125, Italy","Caggiano, A., Fraunhofer Joint Laboratory of Excellence on Advanced Production Technology (Fh-J_LEAPT UniNaples), Naples, Italy, Department of Industrial Engineering, University of Naples Federico II, P.le Tecchio 80, Naples, 80125, Italy; Teti, R., Fraunhofer Joint Laboratory of Excellence on Advanced Production Technology (Fh-J_LEAPT UniNaples), Naples, Italy, Department of Chemical, Materials and Industrial Production Engineering, University of Naples Federico II, P.le Tecchio 80, Naples, 80125, Italy","The fourth industrial revolution is characterised by the increased use of digital tools, allowing for the virtual representation of a real production environment at different levels, from the entire production plant to a single machine or a specific process or operation. In this framework, Digital Factory technologies, based on the employment of digital modelling and simulation tools, can be used for short-term analysis and validation of production control strategies or for medium term production planning or production system design/redesign. In this research work, a Digital Factory methodology is proposed to support the enhancement of an existing manufacturing cell for the fabrication of aircraft engine turbine vanes via robotic automation of its deburring station. To configure and verify the correct layout of the upgraded manufacturing cell with the aim to increase its performance in terms of resource utilization and throughput time, 3D Motion Simulation and Discrete Event Simulation are jointly employed for the modeling and simulation of different cell settings for proper layout configuration, safe motion planning and resource utilization improvement. Validation of the simulation model is carried out by collecting actual data from the physical reconfigured manufacturing cell and comparing these data to the model forecast with the aim to adapt the digital model accordingly to closely represent the physical manufacturing system. © 2018 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.","3D motion simulation; digital factory; discrete event simulation; industrial robot; industry 4.0; Manufacturing cell",,Article,"Final","",Scopus,2-s2.0-85041300657
"Mühlemann S., Benic G.I., Fehmer V., Hämmerle C.H.F., Sailer I.","25925276100;26433132500;56211065700;7005331848;7801463911;","Clinical quality and efficiency of monolithic glass ceramic crowns in the posterior area: Digital compared with conventional workflows [Qualität und Zeiteffizienz monolithischer Glaskeramik-Kronen im Seitenzahnbereich: Vergleich von digitalen Workflows und konventioneller Herstellung]",2018,"International Journal of Computerized Dentistry","21","3",,"215","223",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054058578&partnerID=40&md5=8aabfbb213eb4b5b9875286f35a9084e","Clinic of Fixed and Removable Prosthodontics and Dental Material Science, Center of Dental Medicine, University of Zurich, Zurich, Switzerland; Division of Fixed Prosthodontics and Biomaterials, University Clinic for Dental Medicine, University of Geneva, Geneva, Switzerland","Mühlemann, S., Clinic of Fixed and Removable Prosthodontics and Dental Material Science, Center of Dental Medicine, University of Zurich, Zurich, Switzerland; Benic, G.I., Clinic of Fixed and Removable Prosthodontics and Dental Material Science, Center of Dental Medicine, University of Zurich, Zurich, Switzerland; Fehmer, V., Division of Fixed Prosthodontics and Biomaterials, University Clinic for Dental Medicine, University of Geneva, Geneva, Switzerland; Hämmerle, C.H.F., Clinic of Fixed and Removable Prosthodontics and Dental Material Science, Center of Dental Medicine, University of Zurich, Zurich, Switzerland; Sailer, I., Division of Fixed Prosthodontics and Biomaterials, University Clinic for Dental Medicine, University of Geneva, Geneva, Switzerland","Purpose: The aim of this clinical study was to test whether or not digital workflows for the fabrication of crowns render different clinical outcomes from the conventional pathway with respect to (1) crown quality, and (2) time efficiency. Material and methods: For each of the 10 patients in need of one tooth-supported crown, five monolithic crowns were produced out of lithium disilicate reinforced glass ceramic. Four different optical impression and associated computer- aided design/computer-aided manufacturing (CAD/CAM) systems were used for crown fabrication (digital workflows): (1) Lava C.O.S. scanner and Lava C.O.S. and CARES CAD software, centralized CAM (group L); (2) Cadent iTero scanner, CARES CAD software and centralized CAM (group iT); (3) Cerec Bluecam, Cerec Connect CAD software, followed by laboratory-based CAM (group CiL); and (4) centralized CAM (group CiD). The conventional crown (group K) was fabricated based on a conventional silicone impression followed by a conventional wax-up and heat press technique. The examiners were blinded and evaluated the crowns clinically at the bisque-bake stage (initial try-in), and subsequently after finalization by a dental technician (final try-in). For the assessment of crown quality, modified United States Public Health Service (USPHS) criteria were used. Treatment times were recorded for clinical evaluation and adjustment. The quality ratings were analyzed descriptively. For both the continuous and ordinal outcomes, the non-parametric paired Wilcoxon test was applied, together with an appropriate Bonferroni correction to evaluate the differences between treatment groups. The results of the statistical analysis were interpreted globally at the significance level P = 0.05. Results: The clinical evaluation during the initial and final tryins demonstrated similar clinical outcome measures for crowns generated with the four digital workflows and the conventional workflow. No statistically significant differences of crown quality in any state were found between groups (P > 0.005). The total clinical treatment times measured were: 456 ± 240 s for L; 655 ± 374 s for iT; 783 ± 403 s for CiL; 556 ± 285 s for CiD; and 833 ± 451 s for K. No statistically significant differences in treatment times were found between the groups (P > 0.05). Conclusions: Within the limitations of the present study, the monolithic ceramic crowns resulting from the four different CAD/CAM systems did not differ from the conventionally produced crowns with respect to the clinical quality rating and the treatment time efficiency. © Quintessenz.Das Ziel dieser klinischen Studie bestand darin, zu testen, ob digitale Workflows für die Kronenherstellung bezüglich (1) Kronenqualität und (2) Zeiteffizienz andere klinische Ergebnisse liefern als herkömmliche Arbeitsabläufe. Material und Methoden: Für zehn Patienten, die eine zahngetragene Kronenversorgung benötigten, wurden jeweils fünf monolithische Kronen aus Lithiumdisilikat-verstärkter Glaskeramik angefertigt. Für die Kronenherstellung kamen vier unterschiedliche optische Abform- und CAD/CAM-Systeme zum Einsatz (digitale Workflows): (1) Lava-C.O.S.-Scanner mit Lava C.O.S., Cares CAD-Software, zentrale CAM-Fertigung (Guppe L), (2) Cadent-iTero-Scanner, Cares CAD-Software, zentrale CAM-Fertigung (Guppe iT), (3) Cerec Bluecam, Cerec Connect CAD-Software, CAM-Fertigung im Zahntechniklabor (Guppe CiL), und (4) Cerec Bluecam, Cerec Connect CAD-Software, zentrale CAM-Fertigung (Guppe CiD). Die konventionell gefertigte Krone (Gruppe K) wurde auf Grundlage einer klassischen Silikonabformung mittels herkömmlichem Wax-up und Heißpressen hergestellt. Die Untersucher waren bezüglich der Kronen-Gruppe verblindet und die klinische Beurteilung erfolgte nach dem Rohbrand (erste Einprobe) und nach der Fertigstellung (abschließende Einprobe) durch einen Zahntechniker. Für die Bewertung der Kronenqualität wurden die modifizierten USPHS-Kriterien zugrunde gelegt. Außerdem wurden die Behandlungszeiten für die Einprobe und klinischen Anpassungen erfasst. Die Ergebnisse der Qualitätsbewertung wurden mittels deskriptiver Statistik analysiert. Sowohl für die stetigen als auch für die diskreten Variablen wurde der nichtparametrische Wilcoxon-Test für gepaarte Stichproben mit einer geeigneten Bonferroni- Korrektur verwendet, um Unterschiede zwischen den Behandlungsgruppen zu ermitteln. Die Ergebnisse der statistischen Analyse wurden global auf einem Signifikanzniveau von 0,05 interpretiert. Ergebnisse: Die klinische Evaluation bei der ersten und der abschließenden Einprobe ergab für die vier digitalen Workflows und die klassische Herstellung vergleichbare klinische Ergebniswerte. Für keinen Zeitpunkt konnte ein statistisch signifikanter Unterschied der Kronenqualität zwischen den Gruppen gefunden werden (p > 0,005). Die insgesamt gemessene klinische Behandlungszeit betrug in Gruppe L 456 ± 240 Sekunden, in Gruppe iT 655 ± 374 Sekunden, in Gruppe CiL 783 ± 403 Sekunden in Gruppe CiD 556 ± 285 sowie in der K-Gruppe 833 ± 451 Sekunden. Statistisch signifikanten Unterschieden der Behandlungszeit zwischen den Gruppen entsprach dies nicht (p > 0,05). Schlussfolgerung: Unter Berücksichtigung der Methodik der vorliegenden Studie unterschieden sich monolithische Keramikkronen, die mit vier verschiedenen CAD/CAM-Systemen gefertigt wurden, bezüglich der klinischen Qualitätsbewertung und Behandlungszeiteffizienz nicht von konventionell hergestellten Kronen. © Quintessenz.","CAD/CAM; CAD/CAM; Clinical quality; Conventional workflow; Digital workflow; Digitaler Workflow; Klinische Qualitätsbewertung; Konventioneller Workflow; Monolithic crown; Monolithische Krone; Time efficiency; Zeiteffizienz","dental porcelain; Glass ceramics; lithia disilicate; silicone derivative; ceramics; comparative study; computer aided design; dental impression; human; prosthesis design; time factor; tooth crown; workflow; Ceramics; Computer-Aided Design; Crowns; Dental Impression Technique; Dental Porcelain; Dental Prosthesis Design; Humans; Silicones; Time Factors; Workflow",Article,"Final","",Scopus,2-s2.0-85054058578
"Lee B., Ko Y., Kim H., Mun Y., Huh S., Song D., Roh Y., Ko H.","57200327820;57191247889;56888117600;57194871867;57203682067;57203691732;57203691118;7201926289;","Low-noise reconfigurable 12- to 16-bit delta-sigma capacitance-to-digital converter with chopper stabilization technique",2018,"Sensors and Materials","30","8",,"1671","1679",,2,"10.18494/SAM.2018.1867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052643126&doi=10.18494%2fSAM.2018.1867&partnerID=40&md5=79adf1bc0710b2d3dc32bac6828c20ef","Department of Electronics Engineering, Chungnam National University, Daejeon, 34134, South Korea; LeoLSI Co., Ltd., 414, Hyoryeong-ro, Seocho, Seoul, 06728, South Korea","Lee, B., Department of Electronics Engineering, Chungnam National University, Daejeon, 34134, South Korea; Ko, Y., Department of Electronics Engineering, Chungnam National University, Daejeon, 34134, South Korea; Kim, H., Department of Electronics Engineering, Chungnam National University, Daejeon, 34134, South Korea; Mun, Y., Department of Electronics Engineering, Chungnam National University, Daejeon, 34134, South Korea; Huh, S., LeoLSI Co., Ltd., 414, Hyoryeong-ro, Seocho, Seoul, 06728, South Korea; Song, D., LeoLSI Co., Ltd., 414, Hyoryeong-ro, Seocho, Seoul, 06728, South Korea; Roh, Y., LeoLSI Co., Ltd., 414, Hyoryeong-ro, Seocho, Seoul, 06728, South Korea; Ko, H., Department of Electronics Engineering, Chungnam National University, Daejeon, 34134, South Korea","This paper presents a first-order delta-sigma (ΔΣ) capacitance-to-digital converter (CDC) with low noise characteristics and a reconfigurable resolution of 12 to 16 bits. The proposed ΔΣ CDC is implemented as a first-order ΔΣ modulator with switched capacitor (SC) integrator and comparator. The resolution can be reconfigured by the accumulator using the reconfigurable 12- to 16-bit up-counter. ΔΣ schemes are widely used for low-noise applications owing to the ability of the ΔΣ modulator to reduce in-band white noise through its inherent noise-shaping characteristic. Low-frequency colored noises such as flicker (1/f) noises still remain. In order to reduce the low-frequency colored noise component, a chopper stabilization technique is exploited using the SC integrator of the ΔΣ CDC. The proposed ΔΣ CDC also controls the offset calibration capacitors that adjust the DC offset. This is caused by a capacitor mismatch owing to process variation and the parasitic capacitance of the input capacitive sensor. The ΔΣ CDC is fabricated by using the standard 0.18 μm 1P6M complementary metal-oxide-semiconductor (CMOS) process with an active area of 0.66 mm2. The total current consumption for the 16-bit ΔΣ CDC is 141 μA with a 1.8 V supply. © 2018 M Y U Scientific Publishing Division. All rights reserved.","Capacitance-to-digital converter (CDC); Chopper stabilization; Delta-sigma capacitance-to-digital converter; Reconfigurable resolution","Capacitive sensors; Choppers (circuits); CMOS integrated circuits; Field effect transistors; Frequency converters; Metals; Modulators; MOS devices; Oxide semiconductors; Stabilization; White noise; Capacitance-to-digital converter; Chopper stabilization; Chopper stabilization techniques; Complementary metal oxide semiconductor process; Delta sigma modulator; Low-noise applications; Parasitic capacitance; Reconfigurable; Capacitance",Article,"Final","",Scopus,2-s2.0-85052643126
"Vilić V.M.","57210843215;","Dark web, cyber terrorism and cyber warfare: Dark side of the cyberspace",2017,"Balkan Social Science Review","10","10",,"7","24",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071661208&partnerID=40&md5=b55cfa135f6b26a306941d49ba585f3c","Clinic of Dentistry, Niš, Serbia","Vilić, V.M., Clinic of Dentistry, Niš, Serbia","Cyberspace allows much easier access for a greater number of people, especially young people, to the propaganda of terrorist organizations and illegal activities. This kind of communication and dissemination of terrorist and criminal ideas is not only much cheaper, because it requires only an investment in a computer and access to the network, but it is anonymous, it is not spatially limited, terroristic idea and terroristic actions are performed at the same time, while the consequences can affect even more people and targets than is the case of “offline” criminality and terrorism. In recent years, the increasing problem that experts talk of in public is the “dark side of surfing the internet”, the “Dark net” or the “Deep Web”. Cyber terrorism is a modern form of terrorism, which connects the virtual space and terrorist activity, by manipulating even more efficient methods of psychological warfare. In the cyberspace you never know who could be the next victim. Based on the characteristics of cyber terrorism and cyber warfare, it is possible to reconstruct the criminological dimensions of the terrorist attacks in cyberspace. Social networks can be used by terrorists for the purpose of psychological warfare in order to spread disinformation, fear, panic, intimidating messages and threats to the public. Since there is not a unique definition of cyber terrorism, this paper presents various definitions, implying numerous characteristics of this kind of criminal activity. The paper also pointed out to some of the international legislation that made great efforts in order to effectively counter fight cyber terrorism, both on international as well as at member state level, and emphasized the need for interstate and intergovernmental cooperation on three parallel levels: through international organizations, through multilateral and multinational platforms and through regional action. © 2017, Goce Delchev University of Shtip. All rights reserved.","Cyber terrorism; Cyber warfare; Cyberspace; Encryption; International legislation; Social networks; Steganography",,Article,"Final","",Scopus,2-s2.0-85071661208
"Tingley D., Wagner G.","12446550300;16644151000;","Solar geoengineering and the chemtrails conspiracy on social media",2017,"Palgrave Communications","3","1", 14,"","",,7,"10.1057/s41599-017-0014-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051729129&doi=10.1057%2fs41599-017-0014-3&partnerID=40&md5=b676f7f93e35d02ce72b14df3c3ab21b","Department of Government, Harvard University, Cambridge, M.A., United States; Harvard John A. Paulson School of Engineering and Applied Sciences and Harvard Kennedy School, Cambridge, MA, United States","Tingley, D., Department of Government, Harvard University, Cambridge, M.A., United States; Wagner, G., Harvard John A. Paulson School of Engineering and Applied Sciences and Harvard Kennedy School, Cambridge, MA, United States","Discourse on social media of solar geoengineering has been rapidly increasing over the past decade, in line with increased attention by the scientific community and low but increasing awareness among the general public. The topic has also found increased attention online. But unlike scientific discourse, a majority of online discussion focuses on the so-called chemtrails conspiracy theory, the widely debunked idea that airplanes are spraying a toxic mix of chemicals through contrails, with supposed goals ranging from weather to mind control. This paper presents the results of a nationally representative 1000-subject poll part of the 36,000-subject 2016 Cooperative Congressional Election Study (CCES), and an analysis of the universe of social media mentions of geoengineering. The former shows ~ 10% of Americans declaring the chemtrails conspiracy as ""completely"" and a further ~ 20-30% as ""somewhat"" true, with no apparent difference by party affiliation or strength of partisanship. Conspiratorial views have accounted for ~ 60% of geoengineering discourse on social media over the past decade. Of that, Twitter has accounted for >90%, compared to ~ 75% of total geoengineering mentions. Further affinity analysis reveals a broad online community of conspiracy. Anonymity of social media appears to help its spread, so does the general ease of spreading unverified or outright false information. Online behavior has important real-world reverberations, with implications for climate science communication and policy. © 2017 The Author(s).",,,Article,"Final","",Scopus,2-s2.0-85051729129
